_1,_2,_3,_4
1,5.463040109333333E9,1388678.833333969,5.816944826666666E8
10,6.417710090666667E9,1403339.166666031,6.22194796E8
100,7.509927146285714E9,1377702.0,5.940194971428572E8
25,6.816323030666667E9,1279703.5,5.54234484E8
5,6.132163061333333E9,1353059.5,5.63038944E8
50,7.164714709333333E9,1526461.0,6.412703173333334E8
