runNumber,queryName,pathType,minLength,maxLength,topK,graphName,graphSize,sparkExecutorInstances,executorName,partitionStrategy,subgraphPhaseTime,weightMapPhaseTime,pregelPhaseTime,pathConstructionPhaseTime,totalExecutionTime,driverTotalMemory,driverMemoryFree,driverMemoryUsed,totalSparkExecutorMemoryAllocated,totalSparkExecutorMemoryFree,totalSparkExecutorMemoryUsed,totalRDDMemorySize,totalRDDDiskSize,totalMemoryUsed,driverMemoryUsedMB,totalSparkExecutorMemoryUsedMB,totalRDDMemorySizeMB,totalRDDDiskSizeMB,totalMemoryUsedMB
6,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,4544,7,6145,1271,11977,1708654592,1144134080,564520512,84235989807,83004426261,1231563546,1229458104,0,1796090898,538,1174,1172,0,1712
7,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,CanonicalRandomVertexCut$,4142,8,6756,1881,12796,1708130304,1065481944,642648360,84235989807,82597208718,1638781089,1637159304,0,2281438033,612,1562,1561,0,2175
7,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4289,9,9299,1908,15514,1708654592,1033321752,675332840,84235989807,82613661654,1622328153,1620325872,0,2297660993,644,1547,1545,0,2191
7,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition1D$,4974,8,6918,1899,13807,1708130304,1126807536,581322768,84235989807,82614275582,1621714225,1619229664,0,2203043681,554,1546,1544,0,2101
7,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,4629,7,5424,1256,11325,1707606016,1093833584,613772432,84235989807,82970703144,1265286663,1263235920,0,1879066767,585,1206,1204,0,1792
8,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,CanonicalRandomVertexCut$,5285,7,9169,2379,16849,1702887424,1095304520,607582904,84235989807,82664246713,1571743094,1569659936,0,2179325998,579,1498,1496,0,2078
8,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,4629,7,7334,1448,13426,1708130304,1098924504,609205800,84235989807,83053978202,1182011605,1180059096,0,1791223877,580,1127,1125,0,1708
8,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4485,9,6640,1750,12891,1709178880,1033883304,675295576,84235989807,82630274958,1605714849,1603508904,0,2281015617,644,1531,1529,0,2175
8,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition1D$,4361,8,6610,1820,12807,1708654592,1017742104,690912488,84235989807,82647886330,1588103477,1585948112,0,2279025269,658,1514,1512,0,2173
9,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,CanonicalRandomVertexCut$,5055,7,6335,1762,13166,1708130304,1078771360,629358944,84235989807,82579951848,1656037959,1654142256,0,2285396903,600,1579,1577,0,2179
9,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,5001,8,6531,1967,13515,1709178880,1055012112,654166768,84235989807,82579945806,1656044001,1654095408,0,2310214881,623,1579,1577,0,2203
9,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,4419,8,5418,1176,11029,1708654592,1089187160,619467432,84235989807,82972027591,1263962216,1261841960,0,1883437472,590,1205,1203,0,1796
9,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition1D$,4693,8,6871,1850,13440,1707606016,1136296160,571309856,84235989807,82664926930,1571062877,1568537576,0,2142377325,544,1498,1495,0,2043
10,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,CanonicalRandomVertexCut$,4941,8,6419,1754,13129,1708654592,1143208520,565446072,84235989807,82613528675,1622461132,1620512728,0,2187914372,539,1547,1545,0,2086
10,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition1D$,4365,7,7081,1811,13273,1709178880,1023454072,685724808,84235989807,82631264548,1604725259,1602640568,0,2290450067,653,1530,1528,0,2184
10,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4956,7,9017,2509,16503,1709178880,1044539992,664638888,84235989807,82647652120,1588337687,1586493368,0,2252976575,633,1514,1512,0,2148
10,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,4917,8,4980,1142,11067,1709178880,1099970384,609208496,84235989807,82970788311,1265201496,1263235920,0,1874418688,580,1206,1204,0,1787
