executorName,avg(subgraphPhaseTime),avg(weightMapPhaseTime),avg(pregelPhaseTime),avg(pathConstructionPhaseTime),avg(totalExecutionTime),avg(driverTotalMemory),avg(driverMemoryFree),avg(driverMemoryUsed),avg(totalSparkExecutorMemoryAllocated),avg(totalSparkExecutorMemoryFree),avg(totalSparkExecutorMemoryUsed),avg(totalRDDMemorySize),avg(totalRDDDiskSize),avg(totalMemoryUsed),avg(driverMemoryUsedMB),avg(totalSparkExecutorMemoryUsedMB),avg(totalRDDMemorySizeMB),avg(totalRDDDiskSizeMB),avg(totalMemoryUsedMB)
SerialQueryExecutor,0.0,0.0,0.0,0.0,281499.6666666667,1.5674463573333333E9,2.88804E8,1.2786423573333333E9,4.2631744714333336E10,4.2476656364E10,1.5508835033333334E8,1.54254024E8,0.0,1.433733497E9,1219.0,147.0,147.0,0.0,1367.0
