_1,_2,_3,_4
1,1.1817436128E9,1638429.5,4.474844032E8
10,1.6017839584E9,1954484.0,5.351353088E8
100,3.1866487048E9,2009649.1999998093,5.477658848E8
25,2.041209992E9,1922196.9000000954,5.616239104E8
5,1.4188427696E9,1835756.600000143,6.062498E8
50,2.5428692648E9,1932856.6999998093,5.583770048E8
