runNumber,queryName,pathType,minLength,maxLength,topK,graphName,graphSize,sparkExecutorInstances,executorName,partitionStrategy,subgraphPhaseTime,weightMapPhaseTime,pregelPhaseTime,pathConstructionPhaseTime,totalExecutionTime,driverTotalMemory,driverMemoryFree,driverMemoryUsed,totalSparkExecutorMemoryAllocated,totalSparkExecutorMemoryFree,totalSparkExecutorMemoryUsed,totalRDDMemorySize,totalRDDDiskSize,totalMemoryUsed,driverMemoryUsedMB,totalSparkExecutorMemoryUsedMB,totalRDDMemorySizeMB,totalRDDDiskSizeMB,totalMemoryUsedMB
5,city-num-interaction,Continuous,2,4,10,interaction,sf0_003,4,SparkQueryExecutor,RandomVertexCut$,3603,7,797,559,4977,1708654592,981994424,726660168,110587124116,110585417667,1706449,758704,0,728448009,693,1,0,0,694
6,city-num-interaction,Continuous,2,4,10,interaction,sf3,4,SparkQueryExecutor,RandomVertexCut$,7119,15,876901,25449,909696,1703936000,1106928896,597007104,141335986169,127171704227,14164281942,14161805024,0,14761318422,569,13508,13505,0,14077
6,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,5072,21,72545,17690,96025,1706557440,1104390744,602166696,128157902432,121751875239,6406027193,6403753712,0,7008193889,574,6109,6107,0,6683
6,city-num-interaction,Continuous,2,4,10,interaction,sf0_3,4,SparkQueryExecutor,RandomVertexCut$,4583,7,8481,2141,15232,1708654592,1266771088,441883504,141335986169,140810470041,525516128,524526704,0,967412688,421,501,500,0,922
6,city-num-interaction,Continuous,2,4,10,interaction,sf0_1,4,SparkQueryExecutor,RandomVertexCut$,4575,12,1305,397,6306,1708130304,1099033808,609096496,141335986169,141258816394,77169775,76270040,0,686282687,580,73,72,0,654
6,city-num-interaction,Continuous,2,4,10,interaction,sf0_003,4,SparkQueryExecutor,RandomVertexCut$,4388,9,975,240,5627,1708130304,1023172256,684958048,141335986169,141334317848,1668321,801032,0,686642265,653,1,0,0,654
7,city-num-interaction,Continuous,2,4,10,interaction,sf3,4,SparkQueryExecutor,RandomVertexCut$,3902,7,2375850,25942,2405924,1706557440,1126663112,579894328,141335986169,127834681175,13501304994,18264181040,0,14081199322,553,12875,17418,0,13428
7,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,3972,8,63355,15397,82807,1705508864,1085984928,619523936,110587124116,104181707389,6405416727,6403541432,0,7024955199,590,6108,6106,0,6699
7,city-num-interaction,Continuous,2,4,10,interaction,sf0_3,4,SparkQueryExecutor,RandomVertexCut$,4631,7,7743,2144,14596,1707081728,1107443840,599637888,101801734958,101276026003,525708955,524520584,0,1125360411,571,501,500,0,1073
7,city-num-interaction,Continuous,2,4,10,interaction,sf0_1,4,SparkQueryExecutor,RandomVertexCut$,3721,7,1146,399,5284,1707606016,1097191576,610414440,101801734958,101724418212,77316746,76269968,0,687739138,582,73,72,0,655
