_1,_2
0.003,5999
0.003,5159
0.003,5052
0.003,1600
0.003,4821
0.003,5086
0.003,5114
0.003,5331
0.003,4531
0.003,4602
0.1,6414
0.1,4765
0.1,6066
0.1,5661
0.1,5320
0.1,5464
0.1,5095
0.1,4640
0.1,5653
0.1,5493
0.3,9619
0.3,9240
0.3,8719
0.3,8131
0.3,6838
0.3,7548
0.3,6365
0.3,6365
0.3,6723
0.3,6712
1,26968
1,21686
1,21301
1,19893
1,20348
1,20103
1,23998
1,19193
1,20090
1,19472
3,47787
3,65969
3,44376
3,58961
3,56891
3,40657
3,40114
3,38281
3,42717
3,38591
