_1,_2,_3,_4
10,1.8904896072E9,1279889.0999999046,5.64381596E8
12,1.8869681424E9,1355445.2999999523,6.419388536E8
2,8.631064296E8,1626599.2999999523,5.85051668E8
4,1.569659936E9,1351831.2999999523,5.323303624E8
6,1.8723644808E9,1479302.9000000954,6.36596836E8
8,1.8972007136E9,1366322.3000001907,5.88317976E8
