executorName,avg(subgraphPhaseTime),avg(weightMapPhaseTime),avg(pregelPhaseTime),avg(pathConstructionPhaseTime),avg(totalExecutionTime),avg(driverTotalMemory),avg(driverMemoryFree),avg(driverMemoryUsed),avg(totalSparkExecutorMemoryAllocated),avg(totalSparkExecutorMemoryFree),avg(totalSparkExecutorMemoryUsed),avg(totalRDDMemorySize),avg(totalRDDDiskSize),avg(totalMemoryUsed),avg(driverMemoryUsedMB),avg(totalSparkExecutorMemoryUsedMB),avg(totalRDDMemorySizeMB),avg(totalRDDDiskSizeMB),avg(totalMemoryUsedMB)
SerialQueryExecutor,0.0,0.0,0.0,0.0,269647.0,1.670381568E9,3.82551204E8,1.287830364E9,7.2541116822E10,7.23859570225E10,1.551597995E8,1.54254024E8,0.0,1.4429938555E9,1227.5,147.5,147.0,0.0,1375.5
