_1,_2
1,75921
1,65685
1,70097
1,109912
1,114646
1,100233
10,80467
10,77910
10,71860
10,91084
10,96498
10,98571
100,100310
100,97596
100,100679
100,128607
100,127643
100,121758
100,121268
25,109245
25,81841
25,75065
25,103238
25,112875
25,110541
5,81828
5,80987
5,76112
5,142337
5,98284
5,103303
50,78732
50,91947
50,82581
50,97128
50,104449
50,111185
