runNumber,queryName,pathType,minLength,maxLength,topK,graphName,graphSize,sparkExecutorInstances,executorName,partitionStrategy,subgraphPhaseTime,weightMapPhaseTime,pregelPhaseTime,pathConstructionPhaseTime,totalExecutionTime,driverTotalMemory,driverMemoryFree,driverMemoryUsed,totalSparkExecutorMemoryAllocated,totalSparkExecutorMemoryFree,totalSparkExecutorMemoryUsed,totalRDDMemorySize,totalRDDDiskSize,totalMemoryUsed,driverMemoryUsedMB,totalSparkExecutorMemoryUsedMB,totalRDDMemorySizeMB,totalRDDDiskSizeMB,totalMemoryUsedMB
4,city-num-interaction,PairwiseContinuous,1,2,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,5045,10,1980,705,7755,1707606016,1137038064,570567952,62258675709,61398666235,860009474,858044672,0,1430581626,544,820,818,0,1364
5,city-num-interaction,PairwiseContinuous,10,12,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4556,7,81631,12471,98672,1706557440,1183474848,523082592,35902508235,34022524519,1879983716,1878560344,0,2403068396,498,1792,1791,0,2291
5,city-num-interaction,PairwiseContinuous,8,10,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,5683,6,62533,10705,78940,1708130304,996373872,711756432,44687897393,42801438710,1886458683,1885404328,0,2598219283,678,1799,1798,0,2477
5,city-num-interaction,PairwiseContinuous,6,8,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4290,7,54794,8527,67656,1707081728,1244265760,462815968,40295202814,38389999012,1905203802,1904061976,0,2368022474,441,1816,1815,0,2258
5,city-num-interaction,PairwiseContinuous,4,6,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,5028,8,30258,5168,40471,1705508864,1025877968,679630896,35902508235,34035683127,1866825108,1865614544,0,2546456004,648,1780,1779,0,2428
5,city-num-interaction,PairwiseContinuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4235,6,13591,3968,21812,1707081728,980281712,726800016,40295202814,38724330551,1570872263,1569659936,0,2297675823,693,1498,1496,0,2191
5,city-num-interaction,PairwiseContinuous,1,2,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,7726,7,2783,1031,11569,1707081728,1402767088,304314640,40295202814,39435889917,859312897,858044672,0,1163633601,290,819,818,0,1109
6,city-num-interaction,PairwiseContinuous,10,12,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,5297,6,69437,4838,79587,1708130304,1039822704,668307600,44687897393,42774637629,1913259764,1912091568,0,2581570692,637,1824,1823,0,2461
6,city-num-interaction,PairwiseContinuous,8,10,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,3857,8,56062,11135,71072,1708130304,981080960,727049344,40295202814,38408588829,1886613985,1885404328,0,2613667513,693,1799,1798,0,2492
6,city-num-interaction,PairwiseContinuous,6,8,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4402,6,36211,7149,47776,1707606016,1400608336,306997680,44687897393,42749020159,1938877234,1937607808,0,2245879082,292,1849,1847,0,2141
