_1,_2
0.003,6390
0.003,5145
0.003,4842
0.003,5004
0.003,4977
0.003,5627
0.003,2381
0.003,1725
0.003,1817
0.003,5627
0.1,9391
0.1,5651
0.1,7555
0.1,5723
0.1,5108
0.1,6306
0.1,5284
0.1,5787
0.1,1883
0.1,2075
0.3,9351
0.3,13114
0.3,12805
0.3,12472
0.3,14827
0.3,15232
0.3,14596
0.3,15068
0.3,13045
0.3,11333
1,92433
1,71564
1,77102
1,69179
1,67015
1,96025
1,82807
1,84297
1,81734
1,82079
3,1246464
3,689113
3,1146243
3,1152408
3,1427747
3,909696
3,2405924
3,1578491
3,1142746
3,980069
