runNumber,queryName,pathType,minLength,maxLength,topK,graphName,graphSize,sparkExecutorInstances,executorName,partitionStrategy,subgraphPhaseTime,weightMapPhaseTime,pregelPhaseTime,pathConstructionPhaseTime,totalExecutionTime,driverTotalMemory,driverMemoryFree,driverMemoryUsed,totalSparkExecutorMemoryAllocated,totalSparkExecutorMemoryFree,totalSparkExecutorMemoryUsed,totalRDDMemorySize,totalRDDDiskSize,totalMemoryUsed,driverMemoryUsedMB,totalSparkExecutorMemoryUsedMB,totalRDDMemorySizeMB,totalRDDDiskSizeMB,totalMemoryUsedMB
7,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,CanonicalRandomVertexCut$,1838,7,71992,15004,88862,1707081728,1327461944,379619784,49118655281,42713668864,6404986417,6403748600,0,6784613209,362,6108,6107,0,6470
7,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,1828,7,76039,13798,91748,1706033152,1114494336,591538816,57904044439,51499406633,6404637806,6403632248,0,6996176622,564,6107,6106,0,6672
7,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition1D$,1420,7,68601,15390,85429,1706033152,1127177648,578855504,57904044439,51391026252,6513018187,6511927680,0,7091883291,552,6211,6210,0,6763
7,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,1760,7,55360,12100,69237,1707081728,1173671328,533410400,53511349860,49696382004,3814967856,3814030456,0,4348390568,508,3638,3637,0,4146
8,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,CanonicalRandomVertexCut$,1935,8,74501,13015,89538,1700265984,1300435352,399830632,53511349860,47106401400,6404948460,6403586672,0,6804779092,381,6108,6106,0,6490
8,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,1917,11,60968,12019,74966,1706033152,1121409072,584624080,71082128176,67267115410,3815012766,3814075168,0,4399636846,557,3638,3637,0,4196
8,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,2367,6,77032,15125,94596,1706557440,1131376744,575180696,62296739018,55891870842,6404868176,6403614824,0,6980048872,548,6108,6106,0,6656
8,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition1D$,2169,8,71429,13881,87502,1707081728,1288372040,418709688,71082128176,64568882381,6513245795,6511841928,0,6931955483,399,6211,6210,0,6610
9,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,CanonicalRandomVertexCut$,2024,7,74368,12990,89492,1707081728,1094712272,612369456,66689433597,60284721296,6404712301,6403669088,0,7017089285,584,6108,6107,0,6692
9,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition1D$,1928,7,65801,12920,80728,1706033152,1118467520,587565632,53511349860,46998423714,6512926146,6511952520,0,7100491778,560,6211,6210,0,6771
9,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,2252,9,75476,14855,92618,1707081728,1296900472,410181256,62296739018,55891858903,6404880115,6403665200,0,6815061371,391,6108,6107,0,6499
9,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,1958,8,65723,11603,79308,1706557440,1112875984,593681456,71082128176,67267132186,3814995990,3814058464,0,4408677446,566,3638,3637,0,4204
10,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,CanonicalRandomVertexCut$,2138,8,72741,14143,89129,1707081728,1292369496,414712232,66689433597,60284564805,6404868792,6403584272,0,6821107232,396,6108,6106,0,6505
10,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition2D$,1841,16,59263,11507,72785,1706557440,1091553664,615003776,66689433597,62874394218,3815039379,3814102024,0,4430043155,586,3638,3637,0,4224
10,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,EdgePartition1D$,1913,14,68646,14775,85491,1706033152,1091473720,614559432,62296739018,55783690932,6513048086,6511833216,0,7127607518,586,6211,6210,0,6797
10,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,1915,6,74314,15756,92013,1707081728,1295209456,411872272,66689433597,60284493055,6404940542,6403543808,0,6816816334,392,6108,6106,0,6501
