runNumber,queryName,pathType,minLength,maxLength,topK,graphName,graphSize,sparkExecutorInstances,executorName,partitionStrategy,subgraphPhaseTime,weightMapPhaseTime,pregelPhaseTime,pathConstructionPhaseTime,totalExecutionTime,driverTotalMemory,driverMemoryFree,driverMemoryUsed,totalSparkExecutorMemoryAllocated,totalSparkExecutorMemoryFree,totalSparkExecutorMemoryUsed,totalRDDMemorySize,totalRDDDiskSize,totalMemoryUsed,driverMemoryUsedMB,totalSparkExecutorMemoryUsedMB,totalRDDMemorySizeMB,totalRDDDiskSizeMB,totalMemoryUsedMB
1,city-num-interaction,Continuous,2,4,10,interaction,sf3,4,SparkQueryExecutor,RandomVertexCut$,10174,8,700930,36501,747729,1538785280,1191419872,347365408,132514421139,118959785391,13554635748,13553549560,0,13902001156,331,12926,12925,0,13257
1,city-num-interaction,Continuous,2,4,10,interaction,sf1,4,SparkQueryExecutor,RandomVertexCut$,4230,9,69596,15135,89011,1538260992,1216433096,321827896,35875140401,29453306765,6421833636,6420547544,0,6743680572,306,6124,6123,0,6431
1,city-num-interaction,Continuous,2,4,10,interaction,sf0_3,4,SparkQueryExecutor,RandomVertexCut$,4691,9,9695,2638,17049,1596456960,1273932480,322524480,27089751243,26564237196,525514047,524537336,0,848038527,307,501,500,0,808
1,city-num-interaction,Continuous,2,4,10,interaction,sf0_1,4,SparkQueryExecutor,RandomVertexCut$,3991,10,2299,614,6929,1577058304,1250846528,326211776,27089751243,27012572176,77179067,76270040,0,403390843,311,73,72,0,384
1,city-num-interaction,Continuous,2,4,10,interaction,sf0_003,4,SparkQueryExecutor,RandomVertexCut$,4600,11,1859,512,7062,1581776896,1078187232,503589664,22697056664,22695275736,1780928,758704,0,505370592,480,1,0,0,481
