sparkExecutorInstances,avg(subgraphPhaseTime),avg(weightMapPhaseTime),avg(pregelPhaseTime),avg(pathConstructionPhaseTime),avg(totalExecutionTime),avg(driverTotalMemory),avg(driverMemoryFree),avg(driverMemoryUsed),avg(totalSparkExecutorMemoryAllocated),avg(totalSparkExecutorMemoryFree),avg(totalSparkExecutorMemoryUsed),avg(totalRDDMemorySize),avg(totalRDDDiskSize),avg(totalMemoryUsed),avg(driverMemoryUsedMB),avg(totalSparkExecutorMemoryUsedMB),avg(totalRDDMemorySizeMB),avg(totalRDDDiskSizeMB),avg(totalMemoryUsedMB)
1,2573.2,8.0,13290.5,3450.2,19365.3,1.6327376896E9,1.1673067752E9,4.654309144E8,6.2296739018E10,6.07224438524E10,1.5742951656E9,1.5730300976E9,0.0,2.0397440264E9,443.4,1501.0,1499.3,0.0,1944.8
