_1,_2,_3,_4
0.003,705540.0,923877.8999999999,4.990399904E8
0.1,7.98747496E7,1146522.5,5.33529452E8
0.3,3.335913496E8,1399080.0,5.57417388E8
1,1.5713432792E9,1604038.5999999046,5.21544188E8
3,4.728851956E9,2839391.6000003815,6.295866704E8
