_1,_2,_3,_4
0.003,772748.0,812570.1000000001,5.36942792E8
0.1,7.3508972E7,5.939614355E8,5.761682376E8
0.3,5.32914788E8,1207738.5,5.116893024E8
1,6.4170847992E9,1832376.3000001907,5.4007158E8
3,1.4770795736E10,-1.023828771E9,4.767267856E8
