_1,_2,_3,_4
1,8.174313808E8,1595220.5,6.383370176E8
2,8.7517088E8,1576332.2999999523,6.026670488E8
3,1.564294196E9,1652075.9000000954,5.746548688E8
4,6.4103014176E9,1420289.0999994278,6.086884368E8
5,3.31106108808E10,1244854.5,6.26582336E8
