executorName,avg(subgraphPhaseTime),avg(weightMapPhaseTime),avg(pregelPhaseTime),avg(pathConstructionPhaseTime),avg(totalExecutionTime),avg(driverTotalMemory),avg(driverMemoryFree),avg(driverMemoryUsed),avg(totalSparkExecutorMemoryAllocated),avg(totalSparkExecutorMemoryFree),avg(totalSparkExecutorMemoryUsed),avg(totalRDDMemorySize),avg(totalRDDDiskSize),avg(totalMemoryUsed),avg(driverMemoryUsedMB),avg(totalSparkExecutorMemoryUsedMB),avg(totalRDDMemorySizeMB),avg(totalRDDDiskSizeMB),avg(totalMemoryUsedMB)
SerialQueryExecutor,0.0,0.0,0.0,0.0,253374.0,1.635254272E9,3.75660448E8,1.259593824E9,7.2520355017E10,7.2365170524E10,1.55184493E8,1.54254024E8,0.0,1.414782557E9,1201.0,147.0,147.0,0.0,1349.0
